지역,매장명,현황,주소,매장서비스,전화번호,주소_전처리,위도,경도,검색방식,시도
경북 성주군,(하)남성주휴게소점,영업중,"경상북도 성주군 선남면 중부내륙고속도로 77 (명포리, 남성주(창원방향)휴게소) 창원방향",주차,054-933-7105,경상북도 성주군 선남면 중부내륙고속도로 77 휴게소) 창원방향,35.8688223873187,128.316551137262,주소검색,경상북도
경기 안양시 만안구,안양역점,영업중,경기도 안양시 만안구 장내로139번길 61 .,테라스/흡연시설,031-466-2879,경기도 안양시 만안구 장내로139번길 61,37.4000245895785,126.921027033008,주소검색,경기도
대전 유성구,대전도안마을점,영업중,"대전광역시 유성구 도안대로 560 (봉명동, 도안마을1단지) .",,042-826-6080,대전광역시 유성구 도안대로 560,36.3509069460572,127.343492275295,주소검색,대전광역시
충남 아산시,아산우체국점,영업중,충청남도 아산시 시민로 455 (아산우체국) 온천동 1585,주차,041-548-5024,충청남도 아산시 시민로 455 온천동 1585,36.7890842461521,127.001322698497,주소검색,충청남도
서울 금천구,가산디지털단지점,영업중,서울특별시 금천구 가산디지털1로 186 (제이플라츠타워 1층) /가산동 459-11,주차,02-2028-7111,서울특별시 금천구 가산디지털1로 186 /가산동 459-11,37.4819130872905,126.881581110867,주소검색,서울특별시
전남 목포시,목포평화점,영업중,전라남도 목포시 미항로 129 1-2층 .,,061-285-0365,전라남도 목포시 미항로 129 1-,34.79669496796894,126.43435919810793,키워드검색,전라남도
충북 단양군,(하)단양휴게소점,영업중,충청북도 단양군 적성면 기동2길 32-37 /기동리 산74-1,주차,043-423-5401,충청북도 단양군 적성면 기동2길 32-37 /기동리 산74-1,36.9953526845447,128.287611681351,주소검색,충청북도
전북 고창군,전북고창점,영업중,전라북도 고창군 고창읍 중앙로 195 .,,063-564-3357,전라북도 고창군 고창읍 중앙로 195,35.4353959963636,126.696865339455,주소검색,전북특별자치도
경남 거창군,(상)거창휴게소점,영업중,"경상남도 거창군 가조면 가조가야로 1523 (도리, 거창휴게소(상)) .",주차,055-943-0992,경상남도 거창군 가조면 가조가야로 1523 ),35.7062960150696,128.056972292119,주소검색,경상남도
경남 양산시,(서)양산휴게소점,영업중,"경상남도 양산시 동면 목장길 15-50 (내송리, 양산휴게소) .",주차,055-384-0144,경상남도 양산시 동면 목장길 15-50,35.323999174976,129.054722395829,주소검색,경상남도
경남 거창군,(하)거창휴게소점,영업중,경상남도 거창군 가조면 가조가야로 1543-81 .,주차,055-943-0992,경상남도 거창군 가조면 가조가야로 1543-81,35.7087333467436,128.058023045982,주소검색,경상남도
경기 안양시 동안구,평촌스마트스퀘어점,영업중,"경기도 안양시 동안구 시민대로 311, 110호/111호(관양동, 금강스마트빌딩) .",주차,031-421-8097,경기도 안양시 동안구 시민대로 311,37.3960785735488,126.964662720477,주소검색,경기도
경기 안성시,(하)안성휴게소점,영업중,경기도 안성시 원곡면 경부고속도로 365 안성휴게소(부산방향) .,주차,031-655-0531,경기도 안성시 원곡면 경부고속도로 365 안성휴게소,37.0135818447457,127.144715602331,주소검색,경기도
경기 의정부시,의정부시청점,영업중,"경기도 의정부시 시민로 57, 1층 동원빌딩",테라스,031-826-0009,경기도 의정부시 시민로 57,37.7385780931623,127.041593045796,주소검색,경기도
충남 천안시 서북구,천안두정점,영업중,"충청남도 천안시 서북구 오성6길 52,세윤빌딩 1층 /두정동 779",24시간/주차,041-574-0013,충청남도 천안시 서북구 오성6길 52,36.8316525041295,127.133097035506,주소검색,충청남도
경기 평택시,평택점,영업중,경기도 평택시 평택1로 11 .,흡연시설,031-651-1223,경기도 평택시 평택1로 11,36.9931651644416,127.08687374298,주소검색,경기도
충북 진천군,충북진천점,영업중,충청북도 진천군 진천읍 중앙북로 28 2층 .,,043-534-8584,충청북도 진천군 진천읍 중앙북로 28,36.8588392560573,127.440145260841,주소검색,충청북도
경기 김포시,김포골드밸리점,영업중,"경기도 김포시 양촌읍 황금로109번길 27 1층, 동양프라자",테라스/주차,031-998-7233,경기도 김포시 양촌읍 황금로109번길 27,37.6176374726654,126.62217808978,주소검색,경기도
서울 서초구,남부터미널점,영업중,서울특별시 서초구 서초중앙로 52 (영진빌딩 1층) .,,02-584-9500,서울특별시 서초구 서초중앙로 52,37.4867307777424,127.015750032123,주소검색,서울특별시
서울 강동구,고덕리앤파크점,영업중,서울특별시 강동구 상일로 151 1층(고덕동 182) .,주차,02-441-1121,서울특별시 강동구 상일로 151,37.5605064231101,127.170498412422,주소검색,서울특별시
전북 전주시 덕진구,송천솔내점,영업중,"전라북도 전주시 덕진구 붓내3길 17 송천동 2가 244-10, 1층",,063-291-8000,전라북도 전주시 덕진구 붓내3길 17 송천동 2가 244-10,35.8667496795086,127.123355280279,주소검색,전북특별자치도
서울 강남구,한티역점,영업중,서울특별시 강남구 도곡로 414 (삼성빌딩) 1층 /대치동 1024-2,주차,02-538-8886,서울특별시 강남구 도곡로 414 /대치동 1024-2,37.4967911284621,127.055932522618,주소검색,서울특별시
광주 광산구,광주첨단점,영업중,광주광역시 광산구 첨단중앙로 136 1층 .,주차,062-434-0200,광주광역시 광산구 첨단중앙로 136,35.217256236376,126.84265735783,주소검색,광주광역시
서울 중구,충정래미안점,영업중,서울특별시 중구 중림로 21 (더플레이스충정로) B204호,테라스/주차,02-363-1388,서울특별시 중구 중림로 21 B,37.558980785321,126.966068233101,주소검색,서울특별시
경기 성남시 분당구,동판교M타워점,영업중,"경기도 성남시 분당구 판교역로241번길 22, 1층 .",주차,031-8017-7557,경기도 성남시 분당구 판교역로241번길 22,37.4027046978938,127.106814471286,주소검색,경기도
서울 동작구,노량진역점,영업중,서울특별시 동작구 노량진로 157 2-5층,24시간/흡연시설,02-827-0280,서울특별시 동작구 노량진로 157 2-,37.5139076499498,126.94338588322,키워드검색,서울특별시
충북 청주시 흥덕구,충북대점,영업중,충청북도 청주시 흥덕구 내수동로 53 1~2층 / 복대동 873-10,흡연시설,043-266-2248,충청북도 청주시 흥덕구 내수동로 53 1~ / 복대동 873-10,36.6327513334349,127.453484094671,키워드검색,충청북도
대구 군위군,(하)군위휴게소점,영업중,대구광역시 군위군 군위읍 경북대로 4082 춘천방향,테라스/주차,054-383-7114,대구광역시 군위군 군위읍 경북대로 4082 춘천방향,36.264415067333,128.576166508346,주소검색,대구광역시
서울 강동구,굽은다리역점,영업중,"서울특별시 강동구 양재대로 1591 , 1층 (천호동 31-2)",24시간/주차,02-488-5077,서울특별시 강동구 양재대로 1591,37.5476808183203,127.143015082712,주소검색,서울특별시
인천 연수구,송도IT점,영업중,"인천 연수구 송도과학로 32, 송도테크노파크IT센터 1층-A104호 .",주차,032-209-7979,인천 연수구 송도과학로 32,37.3818594284068,126.662694187386,주소검색,인천광역시
경북 문경시,(하)문경휴게소점,영업중,경상북도 문경시 중부내륙고속도로 173 .,주차,054-554-1655,경상북도 문경시 중부내륙고속도로 173,36.6205103363074,128.149931234729,주소검색,경상북도
서울 관악구,서울대사거리점,영업중,"서울특별시 관악구 관악로 172, 2층 봉천동 857-4",흡연시설,02-877-6070,서울특별시 관악구 관악로 172,37.4805127079803,126.952949414718,주소검색,서울특별시
서울 강남구,도심공항점,영업중,"서울특별시 강남구 테헤란로87길 22 (한국도심공항터미널, 2층) 203호",주차,02-2016-5400,서울특별시 강남구 테헤란로87길 22,37.5096322564759,127.059443354483,주소검색,서울특별시
서울 종로구,광화문LG점,영업중,서울특별시 종로구 새문안로 58 (LG광화문빌딩) 지하1층,흡연시설/주차,02-720-6994,서울특별시 종로구 새문안로 58,37.5692689110408,126.971562204256,주소검색,서울특별시
서울 광진구,건대입구점,영업중,서울특별시 광진구 아차산로 235 (화양동)  235 (화양동),테라스/흡연시설,02-463-1983,서울특별시 광진구 아차산로 235 235,37.54061365467608,127.06952898165626,키워드검색,서울특별시
서울 강남구,청담점,영업중,서울특별시 강남구 학동로 517 1층,테라스,02-515-9915,서울특별시 강남구 학동로 517,37.5199593388019,127.055262835759,주소검색,서울특별시
서울 동작구,이수역점,영업중,"서울특별시 동작구 동작대로 83 (사당동, 헤라피스빌딩) B1~1층",흡연시설/주차,02-588-4845,서울특별시 동작구 동작대로 83 ~,37.484012495411,126.981550873132,주소검색,서울특별시
서울 서초구,방배점,영업중,서울특별시 서초구 남부순환로 2335 (옥스포드빌딩) .,주차,02-581-4858,서울특별시 서초구 남부순환로 2335,37.4778338201861,127.006606891853,주소검색,서울특별시
경기 성남시 분당구,분당서현점,영업중,"경기도 성남시 분당구 황새울로 315, 1층 104 (대현빌딩) .",24시간/주차,031-781-6254,경기도 성남시 분당구 황새울로 315,37.3850339201367,127.120438766751,주소검색,경기도
경기 부천시 원미구,부천중동점,영업중,"경기도 부천시 원미구 소향로 203, 매트로펠리스 B동 1층 109-110호 /중동 1152-3",주차,032-325-6766,경기도 부천시 원미구 소향로 203,37.5014134878459,126.770244538442,주소검색,경기도
서울 광진구,테크노마트점,영업중,"서울특별시 광진구 광나루로56길 85, 9층 14호 (테크노마트21) .",주차,02-3424-8484,서울특별시 광진구 광나루로56길 85,37.535725176732,127.095692162256,주소검색,서울특별시
경기 군포시,산본점,영업중,경기도 군포시 번영로 505 1층 (대우디오플러스),테라스/주차,031-392-5999,경기도 군포시 번영로 505,37.3588084224208,126.933194965667,주소검색,경기도
광주 동구,광주충장로점,영업중,광주광역시 동구 충장로안길 43 충장로1가 23,,062-223-0688,광주광역시 동구 충장로안길 43 충장로1가 23,35.1467262726749,126.917533760044,주소검색,광주광역시
서울 강남구,역삼스타점,영업중,"서울특별시 강남구 테헤란로26길 12, 1층 (역삼동 736-56) 할리스",,02-501-4142,서울특별시 강남구 테헤란로26길 12,37.4994465349977,127.035856382455,주소검색,서울특별시
부산 남구,부산경성대2호점,영업중,"부산광역시 남구 수영로 306, 3층 (대연동 72-1) 할리스",,051-611-3021,부산광역시 남구 수영로 306,35.1369167202614,129.099825367555,주소검색,부산광역시
서울 강서구,김포공항점,영업중,서울특별시 강서구 하늘길 112 김포공항 국내선청사 1층,주차,02-2064-0312,서울특별시 강서구 하늘길 112 김포공항 국내선청사,37.558958766307,126.803085626211,주소검색,서울특별시
서울 영등포구,여의도하나증권점,영업중,서울특별시 영등포구  의사당대로 82 1층 할리스,주차,02-761-7231,서울특별시 영등포구 의사당대로 82 할리스,37.522682850023,126.921853372269,주소검색,서울특별시
부산 해운대구,부산송정DI점,영업중,부산광역시 해운대구 송정광어골로 77 (송정동 443-5) 할리스,테라스/주차,051-701-5591,부산광역시 해운대구 송정광어골로 77 할리스,35.1746804545724,129.196552443575,주소검색,부산광역시
서울 광진구,광나루역점,영업중,"서울특별시 광진구 천호대로 808, 광장현대홈타운 제1202동 상가 1층 (광장동 580) 할리스",,02-444-0542,서울특별시 광진구 천호대로 808,37.545073523534,127.102739572749,주소검색,서울특별시
서울 강남구,세로수길점,영업중,서울특별시 강남구 강남대로152길 41 (신사동 536-6) 할리스,테라스,02-511-1473,서울특별시 강남구 강남대로152길 41 할리스,37.5182483612793,127.02268745515,주소검색,서울특별시
서울 양천구,목동점,영업중,"서울특별시 양천구 목동서로 159-1 CBS 1,2층 CBS 1,2층 할리스",주차,02-2062-1063,서울특별시 양천구 목동서로 159-1 CBS 1,37.5282318199269,126.874990723123,주소검색,서울특별시
광주 서구,광주아울렛점,영업중,광주광역시 서구  상무대로 633,테라스/흡연시설/주차,062-385-5122,광주광역시 서구 상무대로 633,35.1403652657332,126.834131348327,주소검색,광주광역시
울산 남구,울산디자인거리점,영업중,울산광역시 남구 돋질로302번길 38 (삼산동 1575-22) 할리스,,052-256-0566,울산광역시 남구 돋질로302번길 38 할리스,35.5406979905132,129.337128327337,주소검색,울산광역시
서울 영등포구,당산역점,영업중,서울특별시 영등포구 당산로 219,,02-2631-3446,서울특별시 영등포구 당산로 219,37.5334793403404,126.901240424052,주소검색,서울특별시
경기 의왕시,의왕현대연구소점,영업중,"경기도 의왕시 철도박물관로 37, 1층 (삼동, 현대자동차그룹의왕연구소)",,031-462-9065,경기도 의왕시 철도박물관로 37,37.3236736184027,126.952312658425,주소검색,경기도
서울 송파구,잠실광고회관점,영업중,"서울특별시 송파구 올림픽로35길 137, 한국방송문화회관 1층 (신천동 7-11) 할리스",주차,02-2144-0888,서울특별시 송파구 올림픽로35길 137,37.5159272595028,127.099643159822,주소검색,서울특별시
경남 창원시 성산구,창원상남점,영업중,경상남도 창원시 성산구 마디미로31번길 3 (상남동 상남동 18-9) 할리스,흡연시설,055-261-5955,경상남도 창원시 성산구 마디미로31번길 3 할리스,35.2215052369273,128.684449515702,주소검색,경상남도
서울 송파구,배명사거리점,영업중,"서울특별시 송파구 백제고분로 275, 1층 (석촌동 14-7) 할리스",주차,02-422-4915,서울특별시 송파구 백제고분로 275,37.5027783021727,127.097338135134,주소검색,서울특별시
서울 노원구,노원문화의거리점,영업중,서울특별시 노원구 노해로81길 22-26 할리스,흡연시설,02-935-8231,서울특별시 노원구 노해로81길 22-26 할리스,37.6558967804046,127.063981843761,주소검색,서울특별시
부산 해운대구,부산해운대점,영업중,"부산광역시 해운대구 해운대해변로 277, 다옴빌딩 1~2층 (중1동 1412-7) 할리스",테라스/흡연시설,051-746-1463,부산광역시 해운대구 해운대해변로 277,35.159887415153,129.161558980575,주소검색,부산광역시
서울 강남구,도곡점,영업중,"서울특별시 강남구 논현로28길 54, 덕원빌딩 1층 (도곡동 422-2) 할리스",,02-6204-3311,서울특별시 강남구 논현로28길 54,37.4845278499807,127.046195947569,주소검색,서울특별시
부산 남구,부산경성대점,영업중,"부산광역시 남구 용소로 7, 청라빌딩 2~3층 (대연동 56-8) 할리스",흡연시설,051-611-6893,부산광역시 남구 용소로 7,35.1366740247463,129.100631797365,주소검색,부산광역시
인천 연수구,인천한옥마을점,영업중,"인천광역시 연수구 테크노파크로 180, 다동 지상1층(송도동)",주차,032-831-0337,인천광역시 연수구 테크노파크로 180,37.3908262523891,126.638914951341,주소검색,인천광역시
서울 강남구,강남역점,영업중,"서울특별시 강남구 강남대로 402, 시계탑빌딩 B1~1층 (역삼동 820-11)  할리스",주차,02-555-0890,서울특별시 강남구 강남대로 402,37.4987767279505,127.027830562268,주소검색,서울특별시
대전 서구,대전둔산청솔점,영업중,대전광역시 서구 둔산로 223 제상가 2동 할리스,테라스,042-489-7990,대전광역시 서구 둔산로 223 제상가 2동 할리스,36.3519333476051,127.398129737198,주소검색,대전광역시
서울 용산구,용산더프라임점,영업중,서울특별시 용산구 원효로90길 11 더프라임타워 업무동 1층,주차,02-6362-7990,서울특별시 용산구 원효로90길 11 더프라임타워 업무동,37.5403958008247,126.969718522289,주소검색,서울특별시
경남 창원시 마산회원구,마산터미널점,영업중,"경상남도 창원시 마산회원구 합성옛길 159, 마산시외버스터미널 1층(합성동 267) 할리스",흡연시설/주차,055-251-5698,경상남도 창원시 마산회원구 합성옛길 159,35.2387052240685,128.583851412756,주소검색,경상남도
서울 종로구,세종로점,영업중,"서울특별시 종로구 세종대로 161, 2~3층 (세종로 200) 할리스",흡연시설,02-720-5582,서울특별시 종로구 세종대로 161,37.5706817202422,126.976266788802,주소검색,서울특별시
경기 수원시 팔달구,수원역점,영업중,경기도 수원시 팔달구 향교로 6 (매산로1가),테라스/흡연시설,031-257-3313,경기도 수원시 팔달구 향교로 6,37.2675264216173,127.00179799396,주소검색,경기도
경기 성남시 분당구,성남터미널점,영업중,"경기도 성남시 분당구  성남대로925번길 16 (야탑동, 분당종합터미널) 1층 할리스",테라스/주차,070-4651-0140,경기도 성남시 분당구 성남대로925번길 16 할리스,37.4130898626282,127.127281078932,주소검색,경기도
서울 마포구,합정역점,영업중,서울특별시 마포구 양화로 36 (합정동 374-1) 할리스,흡연시설,02-6204-1234,서울특별시 마포구 양화로 36 할리스,37.5485091311027,126.913337734086,주소검색,서울특별시
서울 관악구,신림점,영업중,서울특별시 관악구 신림로 353-1,,02-877-0019,서울특별시 관악구 신림로 353-1,37.4859535218631,126.92924154589,주소검색,서울특별시
서울 중구,태평로점,영업중,"서울특별시 중구 세종대로 64, 해남빌딩 1층 (태평로2가 70-5) 할리스.",흡연시설,02-755-7795,서울특별시 중구 세종대로 64,37.561973319432,126.976696252264,주소검색,서울특별시
서울 서대문구,신촌점,영업중,서울특별시 서대문구 연세로 34 (창천동 31-12)  할리스,,02-393-2004,서울특별시 서대문구 연세로 34 할리스,37.5586151120539,126.937150931665,주소검색,서울특별시
